,มาตรา,เนื้อหา,หัวข้อ,category
2153,284,มาตรา 267  ผู้ใดแจ้งให้เจ้าพนักงานผู้กระทำการตามหน้าที่จดข้อความอันเป็นเท็จลงในเอกสารมหาชนหรือเอกสารราชการ ซึ่งมีวัตถุประสงค์สำหรับใช้เป็นพยานหลักฐาน โดยประการที่น่าจะเกิดความเสียหายแก่ผู้อื่นหรือประชาชน ต้องระวางโทษจำคุกไม่เกินสามปี หรือปรับไม่เกินหกหมื่นบาท หรือทั้งจำทั้งปรับ,พระราชบัญญัติให้ใช้ประมวลกฎหมายอาญา พ.ศ. ๒๔๙๙,
2154,285,มาตรา 268  ผู้ใดใช้หรืออ้างเอกสารอันเกิดจากการกระทำความผิดตามมาตรา 264 มาตรา 265 มาตรา 266 หรือมาตรา 267 ในประการที่น่าจะเกิดความเสียหายแก่ผู้อื่นหรือประชาชน ต้องระวางโทษดังที่บัญญัติไว้ในมาตรานั้น ๆ ถ้าผู้กระทำความผิดตามวรรคแรกเป็นผู้ปลอมเอกสารนั้น หรือเป็นผู้แจ้งให้เจ้าพนักงานจดข้อความนั้นเองให้ลงโทษตามมาตรานี้แต่กระทงเดียว,พระราชบัญญัติให้ใช้ประมวลกฎหมายอาญา พ.ศ. ๒๔๙๙,
2155,286,มาตรา 269  ผู้ใดในการประกอบการงานในวิชาแพทย์ กฎหมาย บัญชีหรือวิชาชีพอื่นใด ทำคำรับรองเป็นเอกสารอันเป็นเท็จ โดยประการที่น่าจะเกิดความเสียหายแก่ผู้อื่นหรือประชาชน ต้องระวางโทษจำคุกไม่เกินสองปี หรือปรับไม่เกินสี่หมื่นบาทหรือทั้งจำทั้งปรับ ผู้ใดโดยทุจริตใช้หรืออ้างคำรับรองอันเกิดจากการกระทำความผิดตามวรรคแรก ต้องระวางโทษเช่นเดียวกัน,พระราชบัญญัติให้ใช้ประมวลกฎหมายอาญา พ.ศ. ๒๔๙๙,
2156,287,มาตรา 269/1  ผู้ใดทำบัตรอิเล็กทรอนิกส์ปลอมขึ้นทั้งฉบับหรือแต่ส่วนหนึ่งส่วนใด เติมหรือตัดทอนข้อความ หรือแก้ไขด้วยประการใด ๆ ในบัตรอิเล็กทรอนิกส์ที่แท้จริง โดยประการที่น่าจะเกิดความเสียหายแก่ผู้อื่นหรือประชาชน ถ้าได้กระทำเพื่อให้ผู้หนึ่งผู้ใดหลงเชื่อว่าเป็นบัตรอิเล็กทรอนิกส์ที่แท้จริงหรือเพื่อใช้ประโยชน์อย่างหนึ่งอย่างใด ผู้นั้นกระทำความผิดฐานปลอมบัตรอิเล็กทรอนิกส์ ต้องระวางโทษจำคุกตั้งแต่หนึ่งปีถึงห้าปี และปรับตั้งแต่สองหมื่นบาทถึงหนึ่งแสนบาท,พระราชบัญญัติให้ใช้ประมวลกฎหมายอาญา พ.ศ. ๒๔๙๙,
2157,288,มาตรา 269/2  ผู้ใดทำเครื่องมือหรือวัตถุสำหรับปลอมหรือแปลง หรือสำหรับให้ได้ข้อมูลในการปลอมหรือแปลงสิ่งใด ๆ ซึ่งระบุไว้ในมาตรา 269/1 หรือมีเครื่องมือหรือวัตถุเช่นว่านั้น เพื่อใช้หรือให้ได้ข้อมูลในการปลอมหรือแปลง ต้องระวางโทษจำคุกตั้งแต่หนึ่งปีถึงห้าปี และปรับตั้งแต่สองหมื่นบาทถึงหนึ่งแสนบาท,พระราชบัญญัติให้ใช้ประมวลกฎหมายอาญา พ.ศ. ๒๔๙๙,
2158,289,มาตรา 269/3  ผู้ใดนำเข้าในหรือส่งออกไปนอกราชอาณาจักรซึ่งสิ่งใด ๆ ตามมาตรา 269/1 หรือมาตรา 269/2 ต้องระวางโทษจำคุกตั้งแต่สามปีถึงสิบปี และปรับตั้งแต่หกหมื่นบาทถึงสองแสนบาท,พระราชบัญญัติให้ใช้ประมวลกฎหมายอาญา พ.ศ. ๒๔๙๙,
2159,290,มาตรา 269/4  ผู้ใดใช้หรือมีไว้เพื่อใช้ซึ่งสิ่งใด ๆ ตามมาตรา 269/1 อันได้มาโดยรู้ว่าเป็นของที่ทำปลอมหรือแปลงขึ้น ต้องระวางโทษจำคุกตั้งแต่หนึ่งปีถึงเจ็ดปี หรือปรับตั้งแต่สองหมื่นบาทถึงหนึ่งแสนสี่หมื่นบาท หรือทั้งจำทั้งปรับ ผู้ใดจำหน่ายหรือมีไว้เพื่อจำหน่ายซึ่งสิ่งใด ๆ ที่ทำปลอมหรือแปลงขึ้นตามมาตรา 269/1 ต้องระวางโทษจำคุกตั้งแต่หนึ่งปีถึงสิบปี หรือปรับตั้งแต่สองหมื่นบาทถึงสองแสนบาท หรือทั้งจำทั้งปรับ ถ้าผู้กระทำความผิดตามวรรคแรกหรือวรรคสองเป็นผู้ปลอมซึ่งบัตรอิเล็กทรอนิกส์ตามมาตรา 269/1 ให้ลงโทษตามมาตรานี้แต่กระทงเดียว,พระราชบัญญัติให้ใช้ประมวลกฎหมายอาญา พ.ศ. ๒๔๙๙,
2160,291,มาตรา 269/5  ผู้ใดใช้บัตรอิเล็กทรอนิกส์ของผู้อื่นโดยมิชอบ ในประการที่น่าจะก่อให้เกิดความเสียหายแก่ผู้อื่นหรือประชาชน ต้องระวางโทษจำคุกไม่เกินห้าปี หรือปรับไม่เกินหนึ่งแสนบาท หรือทั้งจำทั้งปรับ,พระราชบัญญัติให้ใช้ประมวลกฎหมายอาญา พ.ศ. ๒๔๙๙,
2161,292,มาตรา 269/6  ผู้ใดมีไว้เพื่อนำออกใช้ซึ่งบัตรอิเล็กทรอนิกส์ของผู้อื่นโดยมิชอบตามมาตรา 269/5 ในประการที่น่าจะก่อให้เกิดความเสียหายแก่ผู้อื่นหรือประชาชน ต้องระวางโทษจำคุกไม่เกินสามปี หรือปรับไม่เกินหกหมื่นบาท หรือทั้งจำทั้งปรับ,พระราชบัญญัติให้ใช้ประมวลกฎหมายอาญา พ.ศ. ๒๔๙๙,
2162,293,มาตรา 269/7  ถ้าการกระทำดังกล่าวในหมวดนี้ เป็นการกระทำเกี่ยวกับบัตรอิเล็กทรอนิกส์ที่ผู้ออกได้ออกให้แก่ผู้มีสิทธิใช้ เพื่อใช้ประโยชน์ในการชำระค่าสินค้า ค่าบริการหรือหนี้อื่นแทนการชำระด้วยเงินสด หรือใช้เบิกถอนเงินสด ผู้กระทำต้องระวางโทษหนักกว่าที่บัญญัติไว้ในมาตรานั้น ๆ กึ่งหนึ่ง,พระราชบัญญัติให้ใช้ประมวลกฎหมายอาญา พ.ศ. ๒๔๙๙,
2163,294,มาตรา 269/8  ผู้ใดทำหนังสือเดินทางปลอมขึ้นทั้งฉบับหรือแต่ส่วนหนึ่งส่วนใด เติมหรือตัดทอนข้อความ หรือแก้ไขด้วยประการใด ๆ ในหนังสือเดินทางที่แท้จริง หรือประทับตราปลอมหรือลงลายมือชื่อปลอมในหนังสือเดินทาง โดยประการที่น่าจะเกิดความเสียหายแก่ผู้อื่นหรือประชาชน ถ้าได้กระทำเพื่อให้ผู้หนึ่งผู้ใดหลงเชื่อว่าเป็นหนังสือเดินทางที่แท้จริง ผู้นั้นกระทำความผิดฐานปลอมหนังสือเดินทาง ต้องระวางโทษจำคุกตั้งแต่หนึ่งปีถึงสิบปี และปรับตั้งแต่สองหมื่นบาทถึงสองแสนบาท,พระราชบัญญัติให้ใช้ประมวลกฎหมายอาญา พ.ศ. ๒๔๙๙,
2164,295,มาตรา 269/9  ผู้ใดใช้หรือมีไว้เพื่อใช้ซึ่งหนังสือเดินทางปลอมตามมาตรา 269/8 ต้องระวางโทษจำคุกตั้งแต่หนึ่งปีถึงสิบปี และปรับตั้งแต่สองหมื่นบาทถึงสองแสนบาท ผู้ใดจำหน่ายหรือมีไว้เพื่อจำหน่ายซึ่งหนังสือเดินทางปลอมตามมาตรา 269/8 ต้องระวางโทษจำคุกตั้งแต่สามปีถึงยี่สิบปี และปรับตั้งแต่หกหมื่นบาทถึงสี่แสนบาท การมีหนังสือเดินทางปลอมตามมาตรา 269/8 จำนวนตั้งแต่สองฉบับขึ้นไป ให้สันนิษฐานไว้ก่อนว่ามีไว้เพื่อจำหน่าย ถ้าผู้กระทำความผิดตามวรรคหนึ่งหรือวรรคสองเป็นผู้ปลอมซึ่งหนังสือเดินทาง ตามมาตรา 269/8 ให้ลงโทษตามมาตรานี้แต่กระทงเดียว,พระราชบัญญัติให้ใช้ประมวลกฎหมายอาญา พ.ศ. ๒๔๙๙,
2165,296,มาตรา 269/10  ผู้ใดนำเข้าในหรือส่งออกไปนอกราชอาณาจักรซึ่งหนังสือเดินทางปลอมตามมาตรา 269/8 ต้องระวางโทษจำคุกตั้งแต่หนึ่งปีถึงสิบปี และปรับตั้งแต่สองหมื่นบาทถึงสองแสนบาท ถ้าการกระทำความผิดตามวรรคหนึ่งได้กระทำไปเพื่อจำหน่าย ต้องระวางโทษจำคุกตั้งแต่สามปีถึงยี่สิบปี และปรับตั้งแต่หกหมื่นบาทถึงสี่แสนบาท,พระราชบัญญัติให้ใช้ประมวลกฎหมายอาญา พ.ศ. ๒๔๙๙,
2166,297,มาตรา 269/11  ผู้ใดใช้หนังสือเดินทางของผู้อื่นโดยมิชอบ ในประการที่น่าจะก่อให้เกิดความเสียหายแก่ผู้อื่นหรือประชาชน ต้องระวางโทษจำคุกไม่เกินสิบปี และปรับไม่เกินสองแสนบาท ผู้ใดจัดหาหนังสือเดินทางให้ผู้กระทำความผิดตามวรรคหนึ่ง ต้องระวางโทษเช่นเดียวกัน,พระราชบัญญัติให้ใช้ประมวลกฎหมายอาญา พ.ศ. ๒๔๙๙,
2167,298,มาตรา 269/12  ผู้ใดทำปลอมขึ้นซึ่งดวงตรา รอยตรา หรือแผ่นปะตรวจลงตราอันใช้ในการตรวจลงตราสำหรับการเดินทางระหว่างประเทศ ต้องระวางโทษจำคุกตั้งแต่หนึ่งปีถึงสิบปี และปรับตั้งแต่สองหมื่นบาทถึงสองแสนบาท,พระราชบัญญัติให้ใช้ประมวลกฎหมายอาญา พ.ศ. ๒๔๙๙,
2168,299,มาตรา 269/13  ผู้ใดใช้ดวงตรา รอยตรา หรือแผ่นปะตรวจลงตราที่ทำปลอมขึ้นตามมาตรา 269/12 ต้องระวางโทษจำคุกตั้งแต่หนึ่งปีถึงสิบปี และปรับตั้งแต่สองหมื่นบาทถึงสองแสนบาท ถ้าผู้กระทำความผิดตามวรรคหนึ่งเป็นผู้ปลอมซึ่งดวงตรา รอยตรา หรือแผ่นปะตรวจลงตราตามมาตรา 269/12 ให้ลงโทษตามมาตรานี้แต่กระทงเดียว,พระราชบัญญัติให้ใช้ประมวลกฎหมายอาญา พ.ศ. ๒๔๙๙,
2169,300,มาตรา 269/14  ผู้ใดนำเข้าในหรือส่งออกไปนอกราชอาณาจักรซึ่งดวงตรา รอยตรา หรือแผ่นปะตรวจลงตราซึ่งระบุไว้ในมาตรา 269/12 อันเป็นของปลอม ต้องระวางโทษจำคุกตั้งแต่หนึ่งปีถึงสิบปี และปรับตั้งแต่สองหมื่นบาทถึงสองแสนบาท,พระราชบัญญัติให้ใช้ประมวลกฎหมายอาญา พ.ศ. ๒๔๙๙,
2170,301,มาตรา 269/15  ผู้ใดใช้ดวงตรา รอยตรา หรือแผ่นปะตรวจลงตราอันแท้จริงที่ใช้ในการตรวจลงตราสำหรับการเดินทางระหว่างประเทศโดยมิชอบ ในประการที่น่าจะก่อให้เกิดความเสียหายแก่ผู้อื่นหรือประชาชน ต้องระวางโทษสองในสามส่วนของโทษที่บัญญัติไว้ในมาตรา 269/13,พระราชบัญญัติให้ใช้ประมวลกฎหมายอาญา พ.ศ. ๒๔๙๙,
2171,302,มาตรา 270  ผู้ใดใช้หรือมีไว้เพื่อใช้ซึ่งเครื่องชั่ง เครื่องตวง หรือเครื่องวัด ที่ผิดอัตราเพื่อเอาเปรียบในการค้า หรือมีเครื่องเช่นว่านั้นไว้เพื่อขาย ต้องระวางโทษจำคุกไม่เกินสามปี หรือปรับไม่เกินหกหมื่นบาท หรือทั้งจำทั้งปรับ,พระราชบัญญัติให้ใช้ประมวลกฎหมายอาญา พ.ศ. ๒๔๙๙,
2172,303,มาตรา 271  ผู้ใดขายของโดยหลอกลวงด้วยประการใด ๆ ให้ผู้ซื้อหลงเชื่อในแหล่งกำเนิด สภาพ คุณภาพหรือปริมาณแห่งของนั้นอันเป็นเท็จ ถ้าการกระทำนั้นไม่เป็นความผิดฐานฉ้อโกง ต้องระวางโทษจำคุกไม่เกินสามปี หรือปรับไม่เกินหกหมื่นบาท หรือทั้งจำทั้งปรับ,พระราชบัญญัติให้ใช้ประมวลกฎหมายอาญา พ.ศ. ๒๔๙๙,
2173,304,มาตรา 272  ผู้ใด (1) เอาชื่อ รูป รอยประดิษฐ์หรือข้อความใด ๆ ในการประกอบการค้าของผู้อื่นมาใช้ หรือทำให้ปรากฏที่สินค้า หีบ ห่อ วัตถุที่ใช้หุ้มห่อ แจ้งความ รายการแสดงราคา จดหมายเกี่ยวกับการค้าหรือสิ่งอื่นทำนองเดียวกัน เพื่อให้ประชาชนหลงเชื่อว่าเป็นสินค้าหรือการค้าของผู้อื่นนั้น (2) เลียนป้าย หรือสิ่งอื่นทำนองเดียวกันจนประชาชนน่าจะหลงเชื่อว่าสถานที่การค้าของตนเป็นสถานที่การค้าของผู้อื่นที่ตั้งอยู่ใกล้เคียง (3) ไขข่าวแพร่หลายซึ่งข้อความเท็จเพื่อให้เสียความเชื่อถือในสถานที่การค้า สินค้า อุตสาหกรรมหรือพาณิชย์การของผู้หนึ่งผู้ใด โดยมุ่งประโยชน์แก่การค้าของตน ต้องระวางโทษจำคุกไม่เกินหนึ่งปี หรือปรับไม่เกินสองหมื่นบาทหรือทั้งจำทั้งปรับ ความผิดตามมาตรานี้ เป็นความผิดอันยอมความได้,พระราชบัญญัติให้ใช้ประมวลกฎหมายอาญา พ.ศ. ๒๔๙๙,
2174,305,มาตรา 273  ผู้ใดปลอมเครื่องหมายการค้าของผู้อื่น ซึ่งได้จดทะเบียนแล้ว ไม่ว่าจะได้จดทะเบียนภายในหรือนอกราชอาณาจักร ต้องระวางโทษจำคุกไม่เกินสามปี หรือปรับไม่เกินหกหมื่นบาท หรือทั้งจำทั้งปรับ,พระราชบัญญัติให้ใช้ประมวลกฎหมายอาญา พ.ศ. ๒๔๙๙,
2175,306,มาตรา 274  ผู้ใดเลียนเครื่องหมายการค้าของผู้อื่นซึ่งได้จดทะเบียนแล้ว ไม่ว่าจะได้จดทะเบียนภายในหรือนอกราชอาณาจักร เพื่อให้ประชาชนหลงเชื่อว่าเป็นเครื่องหมายการค้าของผู้อื่นนั้น ต้องระวางโทษจำคุกไม่เกินหนึ่งปี หรือปรับไม่เกินสองหมื่นบาท หรือทั้งจำทั้งปรับ,พระราชบัญญัติให้ใช้ประมวลกฎหมายอาญา พ.ศ. ๒๔๙๙,
2176,307,มาตรา 275  ผู้ใดนำเข้าในราชอาณาจักร จำหน่ายหรือเสนอจำหน่าย ซึ่งสินค้าอันเป็นสินค้าที่มีชื่อ รูป รอยประดิษฐ์หรือข้อความใด ๆ ดังบัญญัติไว้ในมาตรา 272 (1) หรือสินค้าอันเป็นสินค้าที่มีเครื่องหมายการค้าปลอมหรือเลียนเครื่องหมายการค้าของผู้อื่นตามความในมาตรา 273 หรือมาตรา 274 ต้องระวางโทษดังที่บัญญัติไว้ในมาตรานั้น ๆ,พระราชบัญญัติให้ใช้ประมวลกฎหมายอาญา พ.ศ. ๒๔๙๙,
2177,308,มาตรา 276  ผู้ใดข่มขืนกระทำชำเราผู้อื่นโดยขู่เข็ญด้วยประการใด ๆ โดยใช้กำลังประทุษร้าย โดยผู้อื่นนั้นอยู่ในภาวะที่ไม่สามารถขัดขืนได้ หรือโดยทำให้ผู้อื่นนั้นเข้าใจผิดว่าตนเป็นบุคคลอื่น ต้องระวางโทษจำคุกตั้งแต่สี่ปีถึงยี่สิบปี และปรับตั้งแต่แปดหมื่นบาทถึงสี่แสนบาท ถ้าการกระทำความผิดตามวรรคหนึ่ง ได้กระทำโดยทำให้ผู้ถูกกระทำเข้าใจว่าผู้กระทำมีอาวุธปืนหรือวัตถุระเบิด ต้องระวางโทษจำคุกตั้งแต่เจ็ดปีถึงยี่สิบปี และปรับตั้งแต่หนึ่งแสนสี่หมื่นบาทถึงสี่แสนบาท ถ้าการกระทำความผิดตามวรรคหนึ่ง ได้กระทำโดยมีอาวุธปืนหรือวัตถุระเบิด หรือโดยใช้อาวุธ หรือโดยร่วมกระทำความผิดด้วยกันอันมีลักษณะเป็นการโทรมหญิงหรือกระทำกับชายในลักษณะเดียวกัน ต้องระวางโทษจำคุกตั้งแต่สิบห้าปีถึงยี่สิบปี และปรับตั้งแต่สามแสนบาทถึงสี่แสนบาท หรือจำคุกตลอดชีวิต ถ้าการกระทำความผิดตามวรรคหนึ่ง เป็นการกระทำความผิดระหว่างคู่สมรส และคู่สมรสนั้นยังประสงค์จะอยู่กินด้วยกันฉันสามีภริยา ศาลจะลงโทษน้อยกว่าที่กฎหมายกำหนดไว้เพียงใดก็ได้ หรือจะกำหนดเงื่อนไขเพื่อคุมความประพฤติแทนการลงโทษก็ได้ ในกรณีที่ศาลมีคำพิพากษาให้ลงโทษจำคุกและคู่สมรสฝ่ายใดฝ่ายหนึ่งไม่ประสงค์จะอยู่กินด้วยกันฉันสามีภริยาต่อไป และประสงค์จะหย่า ให้คู่สมรสฝ่ายนั้นแจ้งให้ศาลทราบ และให้ศาลแจ้งพนักงานอัยการให้ดำเนินการฟ้องหย่าให้,พระราชบัญญัติให้ใช้ประมวลกฎหมายอาญา พ.ศ. ๒๔๙๙,
2178,309,มาตรา 277  ผู้ใดกระทำชำเราเด็กอายุยังไม่เกินสิบห้าปีซึ่งมิใช่ภริยาหรือสามีของตน โดยเด็กนั้นจะยินยอมหรือไม่ก็ตาม ต้องระวางโทษจำคุกตั้งแต่ห้าปีถึงยี่สิบปี และปรับตั้งแต่หนึ่งแสนบาทถึงสี่แสนบาท ถ้าการกระทำความผิดตามวรรคหนึ่ง เป็นการกระทำแก่เด็กอายุยังไม่เกินสิบสามปี ต้องระวางโทษจำคุกตั้งแต่เจ็ดปีถึงยี่สิบปี และปรับตั้งแต่หนึ่งแสนสี่หมื่นบาทถึงสี่แสนบาท หรือจำคุกตลอดชีวิต ถ้าการกระทำความผิดตามวรรคหนึ่งหรือวรรคสอง ได้กระทำโดยทำให้ผู้ถูกกระทำเข้าใจว่าผู้กระทำมีอาวุธปืนหรือวัตถุระเบิด ต้องระวางโทษจำคุกตั้งแต่สิบปีถึงยี่สิบปี และปรับตั้งแต่สองแสนบาทถึงสี่แสนบาท หรือจำคุกตลอดชีวิต ถ้าการกระทำความผิดตามวรรคหนึ่งหรือวรรคสอง ได้กระทำโดยมีอาวุธปืนหรือวัตถุระเบิด หรือโดยใช้อาวุธ หรือโดยร่วมกระทำความผิดด้วยกันอันมีลักษณะเป็นการโทรมเด็กหญิงหรือกระทำกับเด็กชายในลักษณะเดียวกัน ต้องระวางโทษจำคุกตลอดชีวิต ความผิดตามที่บัญญัติไว้ในวรรคหนึ่ง ถ้าเป็นการกระทำโดยบุคคลอายุไม่เกินสิบแปดปีกระทำต่อเด็กซึ่งมีอายุกว่าสิบสามปีแต่ยังไม่เกินสิบห้าปี โดยเด็กนั้นยินยอม ศาลที่มีอำนาจพิจารณาคดีเยาวชนและครอบครัวจะพิจารณาให้มีการคุ้มครองสวัสดิภาพของเด็กผู้ถูกกระทำหรือผู้กระทำความผิดตามกฎหมายว่าด้วยการคุ้มครองเด็กแทนการลงโทษก็ได้ ในการพิจารณาของศาล ให้คำนึงถึงอายุ ประวัติ ความประพฤติ สติปัญญา การศึกษาอบรม สุขภาพ ภาวะแห่งจิต นิสัย อาชีพ สิ่งแวดล้อมของผู้กระทำความผิดและเด็กผู้ถูกกระทำ ความสัมพันธ์ระหว่างผู้กระทำความผิดกับเด็กผู้ถูกกระทำ หรือเหตุอื่นอันควรเพื่อประโยชน์ของเด็กผู้ถูกกระทำด้วย ในกรณีที่ได้มีการดำเนินการคุ้มครองสวัสดิภาพของเด็กผู้ถูกกระทำหรือผู้กระทำความผิดตามกฎหมายว่าด้วยการคุ้มครองเด็กแล้ว ผู้กระทำความผิดไม่ต้องรับโทษ แต่ถ้าการคุ้มครองสวัสดิภาพดังกล่าวไม่สำเร็จ ศาลจะลงโทษผู้กระทำความผิดน้อยกว่าที่กฎหมายกำหนดไว้สำหรับความผิดนั้นเพียงใดก็ได้ ในการพิจารณาของศาล ให้คำนึงถึงเหตุตามวรรคห้าด้วย,พระราชบัญญัติให้ใช้ประมวลกฎหมายอาญา พ.ศ. ๒๔๙๙,
2179,310,มาตรา 277 ทวิ  ถ้าการกระทำความผิดตามมาตรา 276 วรรคหนึ่ง หรือมาตรา 277 วรรคหนึ่งหรือวรรคสอง เป็นเหตุให้ผู้ถูกกระทำ (1) รับอันตรายสาหัส ผู้กระทำต้องระวางโทษจำคุกตั้งแต่สิบห้าปีถึงยี่สิบปี และปรับตั้งแต่สามแสนบาทถึงสี่แสนบาท หรือจำคุกตลอดชีวิต (2) ถึงแก่ความตาย ผู้กระทำต้องระวางโทษประหารชีวิต หรือจำคุกตลอดชีวิต,พระราชบัญญัติให้ใช้ประมวลกฎหมายอาญา พ.ศ. ๒๔๙๙,
2180,311,มาตรา 277 ตรี  ถ้าการกระทำความผิดตามมาตรา 276 วรรคสาม หรือมาตรา 277 วรรคสี่ เป็นเหตุให้ผู้ถูกกระทำ (1) รับอันตรายสาหัส ผู้กระทำต้องระวางโทษประหารชีวิต หรือจำคุกตลอดชีวิต (2) ถึงแก่ความตาย ผู้กระทำต้องระวางโทษประหารชีวิต,พระราชบัญญัติให้ใช้ประมวลกฎหมายอาญา พ.ศ. ๒๔๙๙,
2181,312,มาตรา 278  ผู้ใดกระทำอนาจารแก่บุคคลอายุกว่าสิบห้าปีโดยขู่เข็ญด้วยประการใด ๆ โดยใช้กำลังประทุษร้าย โดยบุคคลนั้นอยู่ในภาวะที่ไม่สามารถขัดขืนได้ หรือโดยทำให้บุคคลนั้นเข้าใจผิดว่าตนเป็นบุคคลอื่น ต้องระวางโทษจำคุกไม่เกินสิบปี หรือปรับไม่เกินสองแสนบาท หรือทั้งจำทั้งปรับ ถ้าการกระทำความผิดตามวรรคหนึ่ง เป็นการกระทำโดยใช้วัตถุหรืออวัยวะอื่นซึ่งมิใช่อวัยวะเพศล่วงล้ำอวัยวะเพศหรือทวารหนักของบุคคลนั้น ผู้กระทำต้องระวางโทษจำคุกตั้งแต่สี่ปีถึงยี่สิบปี และปรับตั้งแต่แปดหมื่นบาทถึงสี่แสนบาท ถ้าการกระทำความผิดตามวรรคสอง ได้กระทำโดยทำให้ผู้ถูกกระทำเข้าใจว่าผู้กระทำมีอาวุธปืนหรือวัตถุระเบิด ต้องระวางโทษจำคุกตั้งแต่เจ็ดปีถึงยี่สิบปี และปรับตั้งแต่หนึ่งแสนสี่หมื่นบาทถึงสี่แสนบาท ถ้าการกระทำความผิดตามวรรคสอง ได้กระทำโดยมีอาวุธปืนหรือวัตถุระเบิดหรือโดยใช้อาวุธ หรือโดยร่วมกระทำความผิดด้วยกันอันมีลักษณะเป็นการโทรมหญิงหรือกระทำกับชายในลักษณะเดียวกัน ต้องระวางโทษจำคุกตั้งแต่สิบห้าปีถึงยี่สิบปี และปรับตั้งแต่สามแสนบาทถึงสี่แสนบาท หรือจำคุกตลอดชีวิต,พระราชบัญญัติให้ใช้ประมวลกฎหมายอาญา พ.ศ. ๒๔๙๙,
2182,313,มาตรา 279  ผู้ใดกระทำอนาจารแก่เด็กอายุยังไม่เกินสิบห้าปี โดยเด็กนั้นจะยินยอมหรือไม่ก็ตาม ต้องระวางโทษจำคุกไม่เกินสิบปี หรือปรับไม่เกินสองแสนบาท หรือทั้งจำทั้งปรับ ถ้าการกระทำความผิดตามวรรคหนึ่ง เป็นการกระทำแก่เด็กอายุไม่เกินสิบสามปี ต้องระวางโทษจำคุกตั้งแต่หนึ่งปีถึงสิบปี หรือปรับตั้งแต่สองหมื่นบาทถึงสองแสนบาท หรือทั้งจำทั้งปรับ ถ้าการกระทำความผิดตามวรรคหนึ่งหรือวรรคสอง ผู้กระทำได้กระทำโดยขู่เข็ญด้วยประการใด ๆ โดยใช้กำลังประทุษร้าย โดยเด็กนั้นอยู่ในภาวะที่ไม่สามารถขัดขืนได้ หรือโดยทำให้เด็กนั้นเข้าใจผิดว่าตนเป็นบุคคลอื่น ต้องระวางโทษจำคุกตั้งแต่หนึ่งปีถึงสิบห้าปี หรือปรับตั้งแต่สองหมื่นบาทถึงสามแสนบาทหรือทั้งจำทั้งปรับ ถ้าการกระทำความผิดตามวรรคหนึ่งหรือวรรคสาม เป็นการกระทำโดยใช้วัตถุหรืออวัยวะอื่นซึ่งมิใช่อวัยวะเพศล่วงล้ำอวัยวะเพศหรือทวารหนักของเด็กนั้น ผู้กระทำต้องระวางโทษจำคุกตั้งแต่ห้าปีถึงยี่สิบปี และปรับตั้งแต่หนึ่งแสนบาทถึงสี่แสนบาท ถ้าการกระทำความผิดตามวรรคสี่ เป็นการกระทำแก่เด็กอายุยังไม่เกินสิบสามปี ต้องระวางโทษจำคุกตั้งแต่เจ็ดปีถึงยี่สิบปี และปรับตั้งแต่หนึ่งแสนสี่หมื่นบาทถึงสี่แสนบาท หรือจำคุกตลอดชีวิต ถ้าการกระทำความผิดตามวรรคสี่หรือวรรคห้า ได้กระทำโดยทำให้ผู้ถูกกระทำเข้าใจว่าผู้กระทำมีอาวุธปืนหรือวัตถุระเบิด ต้องระวางโทษจำคุกตั้งแต่สิบปีถึงยี่สิบปี และปรับตั้งแต่สองแสนบาทถึงสี่แสนบาท หรือจำคุกตลอดชีวิต ถ้าการกระทำความผิดตามวรรคสี่หรือวรรคห้า ได้กระทำโดยมีอาวุธปืนหรือวัตถุระเบิด หรือโดยใช้อาวุธ หรือโดยร่วมกระทำความผิดด้วยกันอันมีลักษณะเป็นการโทรมเด็กหญิงหรือกระทำกับเด็กชายในลักษณะเดียวกัน ต้องระวางโทษจำคุกตลอดชีวิต,พระราชบัญญัติให้ใช้ประมวลกฎหมายอาญา พ.ศ. ๒๔๙๙,
2183,314,มาตรา 280 ถ้าการกระทำความผิดตามมาตรา 278 หรือมาตรา 279 เป็นเหตุให้ผู้ถูกกระทำ (1) รับอันตรายสาหัส ผู้กระทำต้องระวางโทษจำคุกตั้งแต่ห้าปีถึงยี่สิบปี และปรับตั้งแต่หนึ่งแสนบาทถึงสี่แสนบาท หรือจำคุกตลอดชีวิต (2) ถึงแก่ความตาย ผู้กระทำต้องระวางโทษประหารชีวิต หรือจำคุกตลอดชีวิต,พระราชบัญญัติให้ใช้ประมวลกฎหมายอาญา พ.ศ. ๒๔๙๙,
2184,315,มาตรา 280/1  ถ้าผู้กระทำความผิดตามมาตรา 276 มาตรา 277 มาตรา 278 หรือมาตรา 279 ได้บันทึกภาพหรือเสียงการกระทำชำเราหรือการกระทำอนาจารนั้นไว้ เพื่อแสวงหาประโยชน์โดยมิชอบสำหรับตนเองหรือผู้อื่น ต้องระวางโทษหนักกว่าที่บัญญัติไว้ในมาตรานั้น ๆ หนึ่งในสาม ถ้าผู้กระทำความผิดตามวรรคหนึ่ง เผยแพร่หรือส่งต่อซึ่งภาพหรือเสียงการกระทำชำเราหรือการกระทำอนาจารที่บันทึกไว้ ต้องระวางโทษหนักกว่าที่บัญญัติไว้ในมาตรานั้น ๆ กึ่งหนึ่ง,พระราชบัญญัติให้ใช้ประมวลกฎหมายอาญา พ.ศ. ๒๔๙๙,
